entrez-id
72454
64011
18133
75135
18133
192662
17925
18133
71566
269252
106504
69727
19724
13650
65106
20209
77038
108645
18008
239188
16780
18133
217310
17248
207920
102098
71819
13803
18133
66901
18133
18133
55949
192136
18969
241656
16580
16185
76982
15248
67046
28077
68776
215085
14227
66812
15108
18488
380928
233733
193742
16881
228361
140858
21809
56336
72795
14867
19679
94175
11950
66618
70552
16768
16706
74690
381347
64706
14701
68991
56317
14401
238024
237436
76491
217325
23997
94179
18133
27632
76917
386649
69771
239731
14630
16588
93691
117198
68127
72899
66983
74320
240058
18221
16543
16994
66495
110880
211001
67120
68027
235626
229715
22375
94090
73158
13171
110391
228787
216831
233056
103583
12928
20319
66455
207920
75007
69821
19272
237339
13667
210027
20510
67178
229603
57778
27681
15400
215653
16765
18983
20878
72900
64143
68693
21847
60595
243867
433111
51811
16423
68845
20102
0
230737
94047
66242
195646
217109
209630
99031
78388
230393
216150
50915
79555
71206
270120
216860
68550
22282
11447
227648
67465
59045
78920
16981
69714
26878
317755
69837
381979
218693
435758
234463
22185
16160
22786
20256
22359
107094
18762
56715
193022
76219
24116
20084
73666
12971
58998
74030
67430
26442
22273
105446
53610
74388
107581
212712
53970
99167
15357
545698
67878
171486
76416
73723
381739
18759
13200
18102
228136
226541
66118
67458
242691
51944
17210
233870
69161
12955
75409
241263
19881
30046
19266
15247
16500
66256
20450
214488
12492
18162
77065
545622
69714
12168
72982
11844
57377
14194
224824
71927
67020
12593
114712
224044
12511
208618
100039953
67437
110895
56215
192195
209586
320938
103554
209225
78618
66177
69456
170833
15531
13830
353123
211329
98828
24109
72147
234814
20637
11441
13486
170768
11881
26938
20024
66427
16564
66084
213753
234594
11838
271981
58207
18597
13557
78785
74563
233726
98258
18045
215900
18166
331424
116748
319924
212391
53356
208884
68970
69601
225875
108652
68188
27410
433904
15460
27418
100504518
320405
66078
14708
170719
15982
12331
12050
100273
66066
66448
73991
78244
28295
14534
19336
12040
23790
26427
71946
66341
13346
18752
21677
227659
51897
214531
15183
71795
56533
16880
330350
330790
78795
78894
14544
66199
16594
109129
66878
226525
70310
21847
381199
237010
17901
12623
14137
13713
12859
21351
432586
239157
11787
19263
67371
24105
78798
18039
108903
52838
56212
627214
12331
70546
114249
12033
12345
18015
110842
432405
60594
19241
77446
12015
56215
117160
16526
14169
269704
384309
68152
78560
24070
77300
216705
19155
14852
53870
77480
20022
320756
328830
320840
268882
11671
230868
12426
57874
75590
100503572
65967
71330
215114
26394
433758
17912
68867
13656
242608
320840
68401
66445
106947
66498
231413
20583
433963
67738
14281
330662
13607
20104
54216
73658
20536
14158
107581
20273
210710
217463
67041
101095
240121
170776
215418
320506
329002
68943
192657
77040
12727
244650
80976
224903
228790
100504186
19271
57312
114873
18577
67286
80283
20514
19009
216622
329173
16656
66163
66437
50755
68991
67122
80718
19347
210376
73737
68533
234258
20813
219181
76559
103850
56436
67010
57753
71770
195646
27224
17101
105559
231050
26420
606496
67886
67874
11565
68449
16373
14283
246221
13803
227638
18845
619665
78777
12995
328110
66477
269959
17283
18546
12048
53611
19419
17979
20541
73410
55935
53972
58802
407819
435965
320678
58182
381695
83398
58802
18755
12034
67089
18807
114741
109108
56381
68166
14030
65962
68939
16522
17191
52389
21888
81703
22719
78891
21912
545622
237336
66971
94064
333433
67603
