,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,1,640687187,False,0.548215389251709,9320,3450,1420,0.0195283013181898,0.0184543877840042,8.54186344146729,462.863555908203,0.005389665575,512314723,988,37477748736.0,238410896.0,2036473344.0,4399727.0,0.2920533476
1,1,640687791,False,0.971849143505096,8370,2060,2240,0.0128543876194595,0.289247840642929,305.3486328125,1055.66430664062,0.00354771515,512314723,649,5663112704.0,10012500.0,3057303040.0,2896094.0,0.0122653125
2,1,640687892,False,0.5234335064888,10130,4450,1980,0.0210442930831633,0.0083924587816,2.57157325744629,306.414764404297,0.005808068,512314723,543,62123712512.0,564945280.0,1452798208.0,4741280.0,0.692057968
3,3,640689039,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,512314723,106,493584448.0,6501600.0,0.0,0.0,0.00796446
4,3,640689379,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,512314723,506,249793568.0,10661400.0,0.0,0.0,0.013060215
5,3,640689913,False,0.337182551622391,7760,2450,1250,0.00249193318557723,0.00265536389450485,1.17982702147051,444.318394142555,0.000687754981176758,512314723,816,44189425664.0,211433408.0,249454848.0,561432.637695312,0.2590059248
6,2,640686242,False,0.103292480111122,6480,3580,7220,4.89894904380138e-06,2.80097469840257e-06,0.000552029232494533,197.084686279297,1.35207341308594e-06,512314723,718,22453319680.0,394053312.0,217528.953125,1103.7333984375,0.4827153072
7,2,640685897,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,512314723,397,121027416.0,16812000.0,0.0,0.0,0.0205947
8,2,640685740,False,0.0986707359552383,11650,4510,6220,0.000104972753669061,2.89225736196386e-05,0.00357700954191387,123.675354003906,2.89716974121094e-05,512314723,202,31566352384.0,817713024.0,2924967.25,23650.365234375,1.0016984544
9,2,640686819,False,0.17245215177536,7960,3880,6210,4.86158133874971e-05,0.000391524925362319,0.119025856256485,304.005828857422,1.34176020507812e-05,512314723,549009203,2083574656.0,27975600.0,3329819.75,10953.14453125,0.03427011
10,3,640689868,False,0.215969786047935,7870,4470,4090,0.000265106673337207,9.64627847195634e-05,0.00699636392668225,72.5291514963213,7.3167465398407e-05,512314723,792,4985458732.0,619187424.0,4332060.55712891,59728.543182373,0.7585045944
11,3,640690499,False,0.551062881946564,7880,3570,3650,0.0064149349507012,0.00927767284094122,2.55097715343378,274.958731264658,0.00177047422130127,512314723,1072,8909485312.0,155780992.0,397393751.53125,1445285.07861328,0.1908317152
12,3,640689238,False,0.000919603335205466,5940,3340,5510,7.8959045871663e-09,9.5414579808501e-08,9.65951632825238e-06,101.237319785291,2.17921079993248e-09,512314723,338,438330976.0,18644400.0,180.095886230469,1.77894759178162,0.02283939
13,3,640690396,False,0.0457598082721233,13160,3140,6810,2.90632896398065e-06,5.82965228825806e-07,0.000126664440579304,217.276150130649,8.02125126582384e-07,512314723,951,242240651264.0,1123216256.0,142271.55871582,654.796021699905,1.3759399136
14,1,640688197,False,0.517413437366486,8160,2280,1120,0.0268784976414552,0.0284983944147825,10.5847282409668,371.414916992188,0.0074182649625,512314723,251,27980929024.0,212493600.0,2249187072.0,6055726.5,0.26030466
15,2,640686110,False,0.0629695504903793,6750,2910,6040,6.01724079277717e-06,6.30389695288613e-05,0.012710016220808,201.621566772461,1.66071359863281e-06,512314723,611,679127232.0,21505500.0,273335.25,1355.6845703125,0.0263442375
16,2,640686544,False,0.127714022994041,7870,2170,9210,2.85175644010473e-05,6.86313724145293e-05,0.0216415245085955,315.329895019531,7.87063516845703e-06,512314723,893,6639311360.0,93616200.0,2025997.25,6425.00830078125,0.114679845
17,3,640689779,False,0.103809580206871,7310,4870,5300,4.7335901221138e-05,5.50490869036236e-05,0.01129197335464,205.125534133005,1.30643558349609e-05,512314723,741,18025110016.0,193732192.0,2187618.75,10664.7802734375,0.2373219352
18,3,640689290,False,1.0,9550,1890,1810,0.132918761748369,0.179715698162191,288.653021750768,1606.16476302622,0.036684587296875,512314723,421,74320408576.0,166633200.0,48099176704.0,29946601.875,0.20412567
19,3,640690044,True,0.943343997001648,8840,1260,4200,0.00117315017536627,1.0,4088.96065026671,4088.96065026671,0.000323780702246094,512314723,886,1080756368.0,264310.77734375,1080756368.0,264310.77734375,0.000323780702246094
20,2,640686411,False,0.123713500797749,10090,3970,7060,4.31212870156689e-05,1.92476491065463e-05,0.00353183900006115,183.494567871094,1.19011537353516e-05,512314723,867,19221170176.0,504748800.0,1782691.5,9715.2275390625,0.61831728
