,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,1,641231103,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,572588941,338,656555904.0,9322200.0,0.0,0.0,0.011419695
1,2,641229605,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,572588941,1035,241564581888.0,525223808.0,0.0,0.0,0.6433991648
2,3,641232013,False,0.599777281284332,7800,1710,2720,0.00852450038805999,0.118131341024382,143.435331447585,1214.20217703259,0.003714178715625,572588941,312782624,12873350144.0,25666200.0,3681439904.0,3031982.625,0.031441095
3,2,641229351,False,0.963466823101044,8340,1020,7190,1.39187688419393,0.00496599845060419,5.61436713370617,1130.56159593104,0.606449558649154,572588941,688,33655084810021.7,99690096388.0,559696800716.787,495060864.203391,122.1203680753
4,3,641233519,False,0.318439275026321,9120,5010,4480,0.000882422768276757,0.000575608021898357,0.304066290156913,528.252349844086,0.000384477179296875,572588941,863,20138173472.0,545265024.0,165796713.0,313858.921875,0.6679496544
5,2,641228938,False,0.277674973011017,8170,4110,5990,9.4737206838733e-05,0.000939193239901215,0.598316490650177,637.053649902344,4.12776e-05,572588941,67,4259194112.0,35877600.0,21466160.0,33696.0,0.04395006
6,2,641229657,False,0.566684246063232,6080,4710,6370,0.00970878400450975,0.0461298525333405,44.1614189147949,957.328430175781,0.004230178575,572588941,1104,26319362048.0,74858400.0,3305853184.0,3453207.0,0.09170154
7,2,641229127,False,0.602589845657349,9180,3730,9990,0.00174081866787607,0.025530444458127,19.685474395752,771.058837890625,0.0007584857,572588941,335,6583651328.0,24252300.0,477418048.0,619172.0,0.0297090675
8,3,641233512,False,1.0,6910,2980,3850,2.18202462884128,0.0680381952704366,241.764223505735,3553.36032275365,0.950721926737601,572588941,856,5497896977408.0,11406821256.0,2757761283625.55,776099532.030695,13.9733560386
9,2,641229420,False,0.317754477262497,3820,4850,7870,8.4601669221425e-05,9.28177832975052e-05,0.0977797955274582,1053.45971679688,3.68614821777344e-05,572588941,800,123692892160.0,324194400.0,31699662.0,30091.005859375,0.39713814
10,2,641229189,False,0.481801092624664,8550,470,6080,0.018253944545772,0.0148366112262011,10.4975671768188,707.544860839844,0.00795335905,572588941,434,147636944896.0,437602496.0,4593761792.0,6492538.0,0.5360630576
11,1,641230199,False,0.100555151700974,6360,6720,5450,7.16544785114146e-06,1.03075926745078e-05,0.00576835591346025,559.6220703125,3.12203093261719e-06,572588941,693,61372473344.0,247254304.0,1426250.875,2548.5966796875,0.3028865224
12,3,641232872,False,0.29203200340271,7990,5650,5430,0.00130470592168281,0.00202423745546953,1.23609412042564,610.646797926638,0.000568468619140625,572588941,525,45560035328.0,229249792.0,283374320.0,464056.015625,0.2808309952
